ID,LocationDescription,WaterBodyID,MunicipalityID,Latitude,Longitude,LocationTypeID,LocationTypeName,CoordinateSystem
LMLA,,Lower Mystic Lake,Arlington,42.43054722,-71.14846944,22,River/Stream,WGS84
LMLB,,Lower Mystic Lake,Medford,42.42985556,-71.14633611,22,River/Stream,WGS84
LMLC,,Lower Mystic Lake,Medford,42.42809167,-71.14592222,22,River/Stream,WGS84
LMLD,,Lower Mystic Lake,Medford,42.42658333,-71.14546667,22,River/Stream,WGS84
LMLE,,Lower Mystic Lake,Medford,42.42550556,-71.14418333,22,River/Stream,WGS84
LMLF,,Lower Mystic Lake,Medford,42.42392222,-71.14383056,22,River/Stream,WGS84
LMLG,Lower Mystic Lake at Mystic River,Lower Mystic Lake,Medford,42.42259444,-71.14496667,22,River/Stream,WGS84
LMLH,,Lower Mystic Lake,Arlington,42.42204722,-71.145875,22,River/Stream,WGS84
LMLI,,Lower Mystic Lake,Arlington,42.42205,-71.14708611,22,River/Stream,WGS84
LMLJ,,Lower Mystic Lake,Arlington,42.42239722,-71.14825278,22,River/Stream,WGS84
LMLK,,Lower Mystic Lake,Arlington,42.42271389,-71.14909722,22,River/Stream,WGS84
LMLL,,Lower Mystic Lake,Arlington,42.42320556,-71.14931389,22,River/Stream,WGS84
LMLM,,Lower Mystic Lake,Arlington,42.42363889,-71.14893056,22,River/Stream,WGS84
LMLN,,Lower Mystic Lake,Arlington,42.42401111,-71.14860556,22,River/Stream,WGS84
LMLO,,Lower Mystic Lake,Arlington,42.42460556,-71.14833889,22,River/Stream,WGS84
LMLP,,Lower Mystic Lake,Arlington,42.42527778,-71.14855833,22,River/Stream,WGS84
LMLR,,Lower Mystic Lake,Arlington,42.42656667,-71.14992222,22,River/Stream,WGS84
LMLS,,Lower Mystic Lake,Arlington,42.42798889,-71.1508,22,River/Stream,WGS84
LMLSiphon,"Footpath west of Lakeview Street, Medford",Lower Mystic Lake,Medford,42.422456,-71.143951,22,River/Stream,WGS84
LMLT,,Lower Mystic Lake,Arlington,42.429825,-71.15030556,22,River/Stream,WGS84
MAC001,,Malden Canal,Malden,42.43617083,-71.0697675,22,River/Stream,WGS84
MAC033,Ell Pond Brook DS of Banks Place,Malden Canal,Melrose,42.4407,-71.07008,22,River/Stream,WGS84
MAC054,Ell Pond Brook US of Banks Place,Malden Canal,Melrose,42.44353,-71.06975,22,River/Stream,WGS84
MACCEM,,Malden River,Malden,42.43734222,-71.06566111,22,River/Stream,WGS84
MACEND,,Malden Canal,Melrose,42.4491,-71.06987,22,River/Stream,WGS84
MACENDC,"End of Malden River ""canal"", center",Malden Canal,Melrose,42.449066,-71.070012,22,River/Stream,WGS84
MACENDW,"End of Malden River ""canal"", west side",Malden Canal,Melrose,42.44909,-71.069936,22,River/Stream,WGS84
MALTOBUS,,Town Line Brook,Malden,42.42592778,-71.02813333,22,River/Stream,WGS84
MAR001,,Malden River,Medford,42.39683333,-71.07545,22,River/Stream,WGS84
MAR002,,Malden River,Medford,42.39813889,-71.07544444,22,River/Stream,WGS84
MAR003,,Malden River,Medford,42.3995,-71.07536667,22,River/Stream,WGS84
MAR004,,Malden River,Medford,42.401,-71.07477778,22,River/Stream,WGS84
MAR005,,Malden River,Medford,42.402,-71.07338333,22,River/Stream,WGS84
MAR006,,Malden River,Medford,42.40358333,-71.07269444,22,River/Stream,WGS84
MAR007,,Malden River,Medford,42.40466667,-71.0722,22,River/Stream,WGS84
MAR008,,Malden River,Medford,42.40608333,-71.07197222,22,River/Stream,WGS84
MAR009,,Malden River,Medford,42.4075,-71.07248333,22,River/Stream,WGS84
MAR010,,Malden River,Medford,42.40902778,-71.07313889,22,River/Stream,WGS84
MAR011,,Malden River,Medford,42.41033333,-71.073,22,River/Stream,WGS84
MAR012,,Malden River,Medford,42.41183333,-71.07288333,22,River/Stream,WGS84
MAR013,,Malden River,Malden,42.41316667,-71.073,22,River/Stream,WGS84
MAR014,,Malden River,Malden,42.41447222,-71.07308056,22,River/Stream,WGS84
MAR0145,"Malden River Tufts boat dock, south of Medford St",Malden River,Malden,42.415365,-71.073418,22,River/Stream,WGS84
MAR015,,Malden River,Malden,42.41616667,-71.07321667,22,River/Stream,WGS84
MAR016,,Malden River,Malden,42.41731481,-71.07326296,22,River/Stream,WGS84
MAR017,,Malden River,Malden,42.41883333,-71.07333333,22,River/Stream,WGS84
MAR018,,Malden River,Malden,42.42033333,-71.0735,22,River/Stream,WGS84
MAR036,Malden River at Medford Street Bridge in Malden; upstream side of the bridge,Malden River,Malden,42.4175,-71.073283,22,River/Stream,WGS84
MARMR1,MDC deep rock tunnel near the north end of Malden River near Commercial St; Malden River near all 5 major top-end sources,Malden River,Malden,42.42165617,-71.07286358,22,River/Stream,WGS84
MARTCBM,Malden River behind boom where shoreline work happened at technology park construction ,Malden River,Malden,42.40931,-71.07344,22,River/Stream,WGS84
MARUT1,,Malden River,Everett,42.401933,-71.070313,22,River/Stream,WGS84
MARUT2,Tributary in line with Floyd St,Malden River,Everett,42.4125,-71.06929167,22,River/Stream,WGS84
MEB001,Meetinghouse Brook at Mystic River in Medford; upstream side of the culvert,Meetinghouse Brook,Medford,42.418419,-71.116981,22,River/Stream,WGS84
MEB002,,Meetinghouse Brook,Medford,42.41921667,-71.11778333,22,River/Stream,WGS84
MEB003,,Meetinghouse Brook,Medford,42.42041667,-71.11952222,22,River/Stream,WGS84
MEB009,,Meetinghouse Brook,Medford,42.42604,-71.11517,22,River/Stream,WGS84
MEB014,,Meetinghouse Brook,Medford,42.43205,-71.11351667,22,River/Stream,WGS84
MEB019,,Meetinghouse Brook,Medford,42.43914167,-71.11806944,22,River/Stream,WGS84
MEBHSX,,Meetinghouse Brook,Medford,42.42833333,-71.12420556,22,River/Stream,WGS84
MEBTa1,,Meetinghouse Brook,Medford,42.42524722,-71.12164167,22,River/Stream,WGS84
MEBTa2,,Meetinghouse Brook,Medford,42.42799722,-71.12398333,22,River/Stream,WGS84
MEBTb,,Meetinghouse Brook,Medford,42.42773889,-71.11818333,22,River/Stream,WGS84
Mer01up,,Aberjona River ,Woburn,42.477141,-71.1176671,22,River/Stream,WGS84
MIB001,Mill Brook at Mt. Pleasant Cemetery in Arlington; upstream of the dam,Mill Brook,Arlington,42.422342,-71.149475,22,River/Stream,WGS84
MIB004,,Mill Brook,Arlington,42.41858333,-71.1501,22,River/Stream,WGS84
MIB0045,,Mill Brook,Arlington,42.41868056,-71.15127778,22,River/Stream,WGS84
MIB0045N,,Mill Brook,Arlington,42.418726,-71.151275,22,River/Stream,WGS84
MIB0045S,,Mill Brook,Arlington,42.418719,-71.151195,22,River/Stream,WGS84
MIB005,,Mill Brook,Arlington,42.41848611,-71.15253611,22,River/Stream,WGS84
MIB007,,Mill Brook,Arlington,42.41796667,-71.15661667,22,River/Stream,WGS84
MIB008,,Mill Brook,Arlington,42.417648,-71.157459,22,River/Stream,WGS84
MIB009,combined sample from N & S pipes of double culvert exit from under athletic fields (between Grove St. & Mill St.),Mill Brook,Arlington,42.41815,-71.15981667,22,River/Stream,WGS84
MIB011,,Mill Brook,Arlington,42.42018333,-71.1642,22,River/Stream,WGS84
MIB012,,Mill Brook,Arlington,42.420224,-71.164549,22,River/Stream,WGS84
MIB016,,Mill Brook,Arlington,42.42195,-71.170575,22,River/Stream,WGS84
MIB017,,Mill Brook,Arlington,42.42286667,-71.17224167,22,River/Stream,WGS84
MIB018,,Mill Brook,Arlington,42.423916,-71.173855,22,River/Stream,WGS84
MIB020,,Mill Brook,Arlington,42.42533333,-71.17703333,22,River/Stream,WGS84
MIB021,,Mill Brook,Arlington,42.425018,-71.178851,22,River/Stream,WGS84
MIB022,,Mill Brook,Arlington,42.424807,-71.180724,22,River/Stream,WGS84
MIB023,,Mill Brook,Arlington,42.42451667,-71.182725,22,River/Stream,WGS84
MIB024,,Mill Brook,Arlington,42.424765,-71.184419,22,River/Stream,WGS84
MIB026,,Mill Brook,Arlington,42.426465,-71.186798,22,River/Stream,WGS84
MIB030,,Mill Brook,Lexington,42.42633333,-71.19433333,22,River/Stream,WGS84
MIB031,,Mill Brook,Lexington,42.4271,-71.196434,22,River/Stream,WGS84
MIB032,,Mill Brook,Lexington,42.42816667,-71.19683333,22,River/Stream,WGS84
MIB09N,North pipe of double culvert exit from under athletic fields,Mill Brook,Arlington,42.41815,-71.159722,22,River/Stream,WGS84
MIB09S,South pipe of double-pipe culvert exit from under athletic fields,Mill Brook,Arlington,42.41815,-71.159722,22,River/Stream,WGS84
MIB11-6,"Centerline near OF 11-6, under Fottler Ave culvert",Mill Brook,Lexington,42.428287,-71.19674,22,River/Stream,WGS84
MIB119DS,,Mill Brook,Arlington,42.424411,-71.174722,22,River/Stream,WGS84
MIB119US,,Mill Brook,Arlington,42.424411,-71.174722,22,River/Stream,WGS84
MIB205DS,,Mill Brook,Arlington,42.421956,-71.170833,22,River/Stream,WGS84
MIB205US,,Mill Brook,Arlington,42.421956,-71.170833,22,River/Stream,WGS84
MIB211,,Mill Brook,Arlington,42.425725,-71.17901667,22,River/Stream,WGS84
MIB214,,Mill Brook,Arlington,42.41801667,-71.156525,22,River/Stream,WGS84
MIB216,,Mill Brook,Arlington,42.42517,-71.17822,22,River/Stream,WGS84
MIB217,,Mill Brook,Arlington,42.42507,-71.17827,22,River/Stream,WGS84
MIB265,,Mill Brook,Arlington,42.4268,-71.18764,22,River/Stream,WGS84
MIB83UPS,,Mill Brook,Arlington,42.42543333,-71.1825,22,River/Stream,WGS84
MIB83UT,Unnamed brook at bike path DS of ARL083 ,Mill Brook,Arlington,42.42543,-71.1825,22,River/Stream,WGS84
MIBRES,,Mill Brook,Arlington,42.42686,-71.18965,22,River/Stream,WGS84
MIC001,,Mill Creek,Chelsea,42.40279,-71.01294,22,River/Stream,WGS84
MIC007,,Mill Creek,Chelsea,42.40517,-71.02151,22,River/Stream,WGS84
MIC010,,Mill Creek,Chelsea,42.4057,-71.02436,22,River/Stream,WGS84
MIC011,,Mill Creek,Chelsea,42.40664,-71.0269,22,River/Stream,WGS84
MIC013,,Mill Creek,Chelsea,42.40823,-71.027,22,River/Stream,WGS84
MIC014,,Mill Creek,Chelsea,42.40973,-71.02828,22,River/Stream,WGS84
MIC025,,Mill Creek,Chelsea,42.405306,-71.023843,22,River/Stream,WGS84
MIC030,,Mill Creek,Chelsea,42.405522,-71.02454,22,River/Stream,WGS84
MICCreek3,AKA MIC030?,Mill Creek,Chelsea,42.405522,-71.02454,22,River/Stream,WGS84
MIDHAROLD,,Middlesex Canal,Woburn,42.50294,-71.15389,22,River/Stream,WGS84
MillB,,Mill Brook,Arlington,42.41859689,-71.15224708,22,River/Stream,WGS84
MUB019,,Munroe Brook,Lexington,42.4341,-71.19155,22,River/Stream,WGS84
MUB019E,Munroe Brook at Lillian Rd.- outer edge of E culvert (right when facing US),Munroe Brook,Lexington,42.43383333,-71.19166667,22,River/Stream,WGS84
MUB019W,Munroe Brook at Lillian Rd.- outer edge of W culvert (left when facing US),Munroe Brook,Lexington,42.43383333,-71.19166667,22,River/Stream,WGS84
MUB095,,Munroe Brook,Lexington,42.44,-71.20283333,22,River/Stream,WGS84
MUB139,,Munroe Brook,Lexington,42.44116667,-71.21166667,22,River/Stream,WGS84
MUB142,,Munroe Brook,Lexington,42.44133333,-71.21216667,22,River/Stream,WGS84
MUB19E,Munroe Brook at Lillian Rd.- outer edge of E culvert (right when facing US),Munroe Brook,Lexington,42.43413333,-71.1915,22,River/Stream,WGS84
MWRA017,"INNER, CONFL MYSTIC/CHARLES R",Boston Inner Harbor,Boston,42.366,-71.046,22,River/Stream,WGS84
MWRA026,"INNER,NEAR HEAD OF CHELSEA RIVER",Chelsea River,Boston,42.3988333,-71.0126667,22,River/Stream,WGS84
MWRA027,"INNER, CHELSEA R. MIDCHANNEL",Chelsea River,East Boston,42.384,-71.0298333,22,River/Stream,WGS84
MWRA052,"INNER, MYSTIC @ SOMERVILLE MARG.",Mystic River (Salt),Somerville,42.3942152,-71.0758155,22,River/Stream,
MWRA056,"MYSTIC, 100M UPSTREAM OF RT. 93",Mystic River (Fresh),Somerville,42.4147689,-71.1053218,22,River/Stream,
MWRA057,"MYSTIC,MYSTIC/ALEWIFE CONFL.",Mystic River (Fresh),Medford,42.4152235,-71.1323932,22,River/Stream,
MWRA058,"MYSTIC, MYSTIC VALLEY PARKWAY",Mystic River (Fresh),Somerville,42.4180962,-71.1263325,22,River/Stream,
MWRA059,"MYSTIC, MYSTIC/MALDEN CONFL.",Mystic River (Fresh),Somerville,42.396667,-71.077,22,River/Stream,
MWRA060,"MYSTIC, MDC SAILING DOCK",Mystic River (Fresh),Somerville,42.3986999,-71.0904612,22,River/Stream,
MWRA061,"MYSTIC, MEDFORD SQUARE",Mystic River (Fresh),Medford,42.4175404,-71.110167,22,River/Stream,
MWRA066,"MYSTIC, BOSTON AVE. BRIDGE",Mystic River (Fresh),Somerville,42.4172628,-71.1306644,22,River/Stream,
MWRA067,"MYSTIC, ROUTE 28 BRIDGE",Mystic River (Fresh),Medford,42.3997646,-71.0828312,22,River/Stream,
MWRA068,MYSTIC R. BASIN,Mystic River (Fresh),Medford,42.4058333,-71.0971667,22,River/Stream,
MWRA069,"INNER HARBOR, MYSTIC R. NEAR SCHRAFFTS, BOS 017",Mystic River (Salt),Boston,42.3859045,-71.0687348,22,River/Stream,
MWRA070,ALEWIFE OFF MYSTIC VALLEY PKWY B,Alewife Brook,Somerville,42.4144278,-71.1324126,22,River/Stream,
MWRA071,"ALEWIFE, MIDCHANNEL OFF SOM-002A",Alewife Brook,Arlington,42.4092685,-71.1322723,22,River/Stream,
MWRA072,ALEWIFE BROOK @ BROADWAY ST.,Alewife Brook,Arlington,42.40704,-71.1338923,22,River/Stream,
MWRA073,"ALEWIFE, CAMBRIDGE/SOMERVILLE LN",Alewife Brook,Arlington,42.4042157,-71.1345381,22,River/Stream,
MWRA074,"ALEWIFE, OFFRAMP TO ALEWIFE T",Alewife Brook,Cambridge,42.3974221,-71.1435107,22,River/Stream,
MWRA083,MYSTIC UPSTRM MYSTIC/ALEWIFE CONFL.,Mystic River (Fresh),Medford,42.4152026,-71.1370409,22,River/Stream,
MWRA119,"MYSTIC R., UPSTRM RT. 16 BRIDGE",Mystic River (Fresh),Medford,42.418105,-71.127362,22,River/Stream,WGS84
MWRA120,"MYSTIC R.,CREEK 200M DWNSTRM #57",Mystic River (Fresh),Medford,42.4166121,-71.1315889,22,River/Stream,WGS84
MWRA129,"DEER ISLAND FLATS, WINTHROP HARBOR APPROACH, GREEN CAN #5",Winthrop Bay,Winthrop,42.354416,-70.978295,22,River/Stream,WGS84
MWRA137,MYSTIC RIVER; 1/3-MILE UPSTREAM OF TOBIN BRIDGE,Mystic River (Salt),Boston,42.3867631,-71.0628286,22,River/Stream,WGS84
MWRA172,"ALEWIFE BROOK, UPSTREAM SIDE OF MASS. AVE. BRIDGE, MID CHANNEL",Alewife Brook,Arlington,42.4009177,-71.1363861,22,River/Stream,WGS84
MWRA174,"LITTLE RIVER, 415FT UPSTREAM OF RT.2-E OFFRAMP TO ALEWIFE T",Little River,Cambridge,42.3970288,-71.1449938,22,River/Stream,WGS84
MWRA176,"MALDEN RIVER, UPSTREAM OF RT 16 BRIDGE",Malden River,Everett,42.4051666,-71.0701667,22,River/Stream,WGS84
MWRA177,"MYSTIC RIVER, RT 16 BRIDGE MIDCHANNEL DOWNSTREAM SIDE",Mystic River (Fresh),Medford,42.4035,-71.09133,22,River/Stream,WGS84
MYR017,,Mystic River (Salt),Boston,42.38633333,-71.05848333,22,River/Stream,WGS84
MYR019,,Mystic River (Salt),Everett,42.38666667,-71.06238333,22,River/Stream,WGS84
MYR021,,Mystic River (Salt),Everett,42.38730556,-71.06644444,22,River/Stream,WGS84
MYR023,,Mystic River (Salt),Everett,42.38886111,-71.07008333,22,River/Stream,WGS84
MYR025,,Mystic River (Fresh),Boston,42.39018333,-71.07245,22,River/Stream,WGS84
MYR027,,Mystic River (Salt),Somerville,42.39283333,-71.07421667,22,River/Stream,WGS84
MYR069,,Mystic River (Fresh),Arlington,42.41539,-71.1336,22,River/Stream,WGS84
MYR070,,Mystic River (Fresh),Arlington,42.41523,-71.13558,22,River/Stream,WGS84
MYR071,"Mystic River at High Street Bridge in Medford; outlet from Lower Mystic Lake, upstream side of the bridge",Mystic River (Fresh),Arlington,42.420647,-71.142906,22,River/Stream,WGS84
MYR073,,Mystic River (Fresh),Arlington,42.41691,-71.14051,22,River/Stream,WGS84
MYR077,,Mystic River (Fresh),Arlington,42.42197,-71.14281,22,River/Stream,WGS84
MYR24.5L,,Mystic River (Fresh),Boston,42.38883056,-71.07162778,22,River/Stream,WGS84
MYR24L,,Mystic River (Fresh),Boston,42.38883056,-71.07162778,22,River/Stream,WGS84
MYR25.5L,,Mystic River (Salt),Boston,42.39017778,-71.07244444,22,River/Stream,WGS84
MYR25L,,Mystic River (Fresh),Boston,42.39017778,-71.07244444,22,River/Stream,WGS84
MYR26.5L,,Mystic River (Salt),Somerville,42.391469,-71.071139,22,River/Stream,WGS84
MYR26L,,Mystic River (Salt),Boston,42.39146944,-71.07336111,22,River/Stream,WGS84
MYR27.5L,,Mystic River (Salt),Somerville,42.393545,-71.074409,22,River/Stream,WGS84
MYR27L,,Mystic River (Salt),Somerville,42.392671,-71.073891,22,River/Stream,WGS84
MYR28.5L,,Mystic River (Salt),Somerville,42.394841,-71.075214,22,River/Stream,WGS84
MYR28L,,Mystic River (Salt),Somerville,42.394223,-71.074457,22,River/Stream,WGS84
MYR29S,,Mystic River (Fresh),Somerville,42.39508056,-71.07653056,22,River/Stream,WGS84
MYR31,,Mystic River (Fresh),Medford,42.39718889,-71.07838889,22,River/Stream,WGS84
MYR33,,Mystic River (Fresh),Medford,42.39881,-71.08147,22,River/Stream,WGS84
MYR34,,Mystic River (Fresh),Medford,42.3993875,-71.08321583,22,River/Stream,WGS84
MYR35,,Mystic River (Fresh),Medford,42.40018611,-71.08484444,22,River/Stream,WGS84
MYR35S,,Mystic River (Fresh),Somerville,42.399238,-71.085711,22,River/Stream,WGS84
MYR36S,,Mystic River (Fresh),Somerville,42.399549,-71.086661,22,River/Stream,WGS84
MYR37,,Mystic River (Fresh),Medford,42.40006,-71.08863,22,River/Stream,WGS84
MYR38S,,Mystic River (Fresh),Somerville,42.39902778,-71.08927778,22,River/Stream,WGS84
MYR39,,Mystic River (Fresh),Medford,42.40056111,-71.09202222,22,River/Stream,WGS84
MYR39S,,Mystic River (Fresh),Medford,42.39986111,-71.09305556,22,River/Stream,WGS84
MYR40S,,Mystic River (Fresh),Medford,42.401259,-71.094465,22,River/Stream,WGS84
MYR41,,Mystic River (Fresh),Medford,42.40291,-71.09417,22,River/Stream,WGS84
MYR42S,,Mystic River (Fresh),Medford,42.40463889,-71.09463889,22,River/Stream,WGS84
MYR43,,Mystic River (Fresh),Medford,42.40522222,-71.09575278,22,River/Stream,WGS84
MYR45,,Mystic River (Fresh),Medford,42.40709,-71.09864,22,River/Stream,WGS84
MYR47,,Mystic River (Fresh),Medford,42.40948611,-71.10065833,22,River/Stream,WGS84
MYR49,,Mystic River (Fresh),Medford,42.41236,-71.10071,22,River/Stream,WGS84
MYR51,,Mystic River (Fresh),Medford,42.41460278,-71.10304722,22,River/Stream,WGS84
MYR53,,Mystic River (Fresh),Medford,42.41544,-71.10664,22,River/Stream,WGS84
MYR55,,Mystic River (Fresh),Medford,42.41731944,-71.10953889,22,River/Stream,WGS84
MYR57,Mystic River downstream of Meetinghouse Brook,Mystic River (Fresh),Medford,42.41781,-71.11271,22,River/Stream,WGS84
MYR57S,,Mystic River (Fresh),Medford,42.417766,-71.112626,22,River/Stream,WGS84
MYR58M,,Mystic River (Fresh),Medford,42.417954,-71.114647,22,River/Stream,WGS84
MYR58S,,Mystic River (Fresh),Medford,42.417777,-71.114586,22,River/Stream,WGS84
MYR59,,Mystic River (Fresh),Medford,42.41805278,-71.11660556,22,River/Stream,WGS84
MYR59S,,Mystic River (Fresh),Medford,42.41793,-71.116545,22,River/Stream,WGS84
MYR60M,,Mystic River (Fresh),Medford,42.417772,-71.118528,22,River/Stream,WGS84
MYR60S,,Mystic River (Fresh),Medford,42.417663,-71.118532,22,River/Stream,WGS84
MYR61,Mystic River upstream of Winthrop Street,Mystic River (Fresh),Medford,42.41787,-71.12049,22,River/Stream,WGS84
MYR61S,,Mystic River (Fresh),Medford,42.417688,-71.120462,22,River/Stream,WGS84
MYR62S,,Mystic River (Fresh),Medford,42.418377,-71.122163,22,River/Stream,WGS84
MYR63,,Mystic River (Fresh),Medford,42.41830278,-71.12409167,22,River/Stream,WGS84
MYR63S,,Mystic River (Fresh),Medford,42.418151,-71.123969,22,River/Stream,WGS84
MYR64M,,Mystic River (Fresh),Medford,42.418005,-71.125987,22,River/Stream,WGS84
MYR64S,,Mystic River (Fresh),Medford,42.417853,-71.125994,22,River/Stream,WGS84
MYR65,,Mystic River (Fresh),Medford,42.41799,-71.12794,22,River/Stream,WGS84
MYR664,,Mystic River (Fresh),Medford,42.417322,-71.130456,22,River/Stream,WGS84
MYR67,,Mystic River (Fresh),Medford,42.41679722,-71.13145278,22,River/Stream,WGS84
MYR71,,Mystic River (Fresh),Medford,42.41525278,-71.13749722,22,River/Stream,WGS84
MYR75,,Mystic River (Fresh),Medford,42.41925,-71.14259722,22,River/Stream,WGS84
MYRALBD,,Mystic River (Fresh),Arlington,42.415914,-71.131517,22,River/Stream,WGS84
MYRALBU,,Mystic River (Fresh),Arlington,42.415454,-71.134105,22,River/Stream,WGS84
MYRBANK,,Mystic River (Fresh),Medford,42.417583,-71.116975,22,River/Stream,WGS84
MYRBOB1,Mystic River at the Blessing of the Bay Boathouse,Mystic River (Fresh),Somerville,42.39843,-71.09063,22,River/Stream,WGS84
MYRIER,,Mystic River (Salt),Chelsea,42.387133,-71.055884,22,River/Stream,WGS84
MYRMTC,,Mystic River (Fresh),Arlington,42.420595,-71.143642,22,River/Stream,WGS84
MYRPED,,Mystic River (Fresh),Medford,42.40158333,-71.08356667,22,River/Stream,WGS84
MYRSPB,,Mystic River (Fresh),Medford,42.40364167,-71.0828,22,River/Stream,WGS84
MYRSPH,Tributary south of State Police Headquarters,Mystic River (Fresh),Medford,42.403432,-71.082827,22,River/Stream,WGS84
MYRTWOPEN,,Mystic River (Fresh),Medford,42.4099,-71.10321,22,River/Stream,WGS84
MYRWhlFds,,Mystic River (Fresh),Medford,42.417917,-71.126561,22,River/Stream,WGS84
MYRWHOLLY,,Mystic River (Fresh),Medford,42.41797,-71.126309,22,River/Stream,WGS84
Mys01,,Aberjona River ,Woburn,42.50317874,-71.13529801,22,River/Stream,WGS84
Mys08,,Aberjona River ,Woburn,42.5187386,-71.14641079,22,River/Stream,WGS84
REVCEDUS,,Lynn Harbor,Revere,42.413365,-71.003017,22,River/Stream,WGS84
REVEADUNN,,Lynn Harbor,Revere,42.41463,-70.994659,22,River/Stream,WGS84
REVEllerton,,Lynn Harbor,Revere,42.42215833,-70.98783056,22,River/Stream,WGS84
REVRUSSO,,Lynn Harbor,Revere,42.416703,-70.995176,22,River/Stream,WGS84
SAB01,,Sandy Brook,Burlington,42.4978,-71.21703,22,River/Stream,WGS84
SAC01,,Sales Creek,Revere,42.39347,-70.99473,22,River/Stream,WGS84
SACBREWER,old oil farm drainage by Brewer Oil lot,Sales Creek,Revere,42.40083,-71.00162,22,River/Stream,WGS84
SACPED,,Sales Creek,Revere,42.40389,-70.99207,22,River/Stream,WGS84
SACRBP,,Sales Creek,Revere,42.40104,-70.99695,22,River/Stream,WGS84
SACRR1,centerline; at end of Porter; sample at fence crossing over stream,Sales Creek,Revere,42.40039,-70.99151,22,River/Stream,WGS84
SACRR2,North branch of Sales Creek behind Star Mkt; culvert from railroad just downstream of SACRR1,Sales Creek,Revere,42.4004,-70.9915,22,River/Stream,WGS84
SACSS,,Sales Creek,Revere,42.39962,-70.99824,22,River/Stream,WGS84
SACSUF,,Sales Creek,Revere,42.39387,-70.99554,22,River/Stream,WGS84
SACTRAILER,,Sales Creek,Revere,42.40258,-71.00346,22,River/Stream,WGS84
SACTRAILR,West Branch of Sales Creek under pedestrian bridge to trailer park,Sales Creek,Revere,42.40257,-71.00338,22,River/Stream,WGS84
SACUS,Just downstream of SACRR,Sales Creek,Revere,42.4004,-70.9916,22,River/Stream,WGS84
SACWES,,Sales Creek,Revere,42.39378,-70.99557,22,River/Stream,WGS84
Sales01,,Sales Creek,Revere,42.39990454,-70.99237953,22,River/Stream,WGS84
SHB059,,Shaker Glen Brook,Woburn,42.46759444,-71.18020556,22,River/Stream,WGS84
SHB145,,Shaker Glen Brook,Woburn,42.45839167,-71.19029722,22,River/Stream,WGS84
SHB183,,Shaker Glen Brook,Lexington,42.45366667,-71.19683333,22,River/Stream,WGS84
SHBLEX,,Shaker Glen Brook,Woburn,42.47136944,-71.17576944,22,River/Stream,WGS84
SHBTRIB,,Shaker Glen Brook,Woburn,42.46393,-71.17839,22,River/Stream,WGS84
SHBUT1,,Shaker Glen Brook,Woburn,42.46920278,-71.18402778,22,River/Stream,WGS84
SIB000,,Sickle Brook,Arlington,42.426927,-71.189685,22,River/Stream,WGS84
SIB001,,Sickle Brook,Arlington,42.42683333,-71.18966667,22,River/Stream,WGS84
SIB022,,Sickle Brook,Lexington,42.42856667,-71.2013,22,River/Stream,WGS84
SIB046,,Sickle Brook,Lexington,42.42766667,-71.20483333,22,River/Stream,WGS84
SIB095,,Sickle Brook,Lexington,42.421,-71.20523333,22,River/Stream,WGS84
SIBFRM," DS from Mass Ave, where brook crosses road, near Wilson Farms",Sickle Brook,Lexington,42.427735,-71.204993,22,River/Stream,WGS84
SIBGMS01,,Sickle Brook,Lexington,42.42901218,-71.1975303,22,River/Stream,WGS84
SPB0,,Spot Pond Brook,Stoneham,42.455741,-71.0840671,22,River/Stream,WGS84
SPB020,,Spot Pond Brook,Stoneham,42.45539,-71.08076,22,River/Stream,WGS84
SPB021,,Spot Pond Brook,Stoneham,42.4555,-71.08066667,22,River/Stream,WGS84
SPB033,,Spot Pond Brook,Stoneham,42.45533333,-71.08333333,22,River/Stream,WGS84
SPBGERALD,,Spot Pond Brook,Stoneham,42.47331,-71.08494,22,River/Stream,WGS84
SPBRAVINE,"W. Wyoming Ave and Ravine Terrace walk through playground to brook behind homes, close to SPB016",Spot Pond Brook,Melrose,42.45616,-71.07889,22,River/Stream,WGS84
SPBSTOF28,"Franklin St, west of Emerald Ct, next to Benjamin Terrace Apartments",Spot Pond Brook,Stoneham,42.47604,-71.08946,22,River/Stream,WGS84
SPPOUT,,Spy Pond,Arlington,42.404552,-71.15896,22,River/Stream,WGS84
STOUTB,,Aberjona River,Stoneham,42.48035278,-71.09543056,22,River/Stream,WGS84
STOUTB2,,Spot Pond,Stoneham,42.47319768,-71.08498446,22,River/Stream,WGS84
SWB001,,Aberjona River,Woburn,42.477203,-71.117331,22,River/Stream,WGS84
SWB008,,Sweetwater Brook,Stoneham,42.4824826,-71.10598901,22,River/Stream,WGS84
SWB2LINCUL,,Sweetwater Brook,Stoneham,42.48402,-71.1039,22,River/Stream,WGS84
SWBA,,Sweetwater Brook,Woburn,42.47878,-71.11322,22,River/Stream,WGS84
SWBB,,Sweetwater Brook,Stoneham,42.47971,-71.11088,22,River/Stream,WGS84
SWBBearhill,Sweetwater Brook exit from Bearhill Country Club,Sweetwater Brook,Stoneham,42.49783,-71.09888,22,River/Stream,WGS84
SWBDS,Aberjona River downstream of Sweetwater Brook/ Kraft Gelatin,Sweetwater Brook,Stoneham,42.4978,-71.0989,22,River/Stream,WGS84
SWBLINDEN,,Sweetwater Brook,Stoneham,42.48247,-71.10603,22,River/Stream,WGS84
